road_addr,building_x,building_y,entrance_x,entrance_y,floor_coun,building_c,x,y,near_r_x,near_r_y,near_rv_x,near_rv_y,dist_r_rv,reco_x,reco_y,reco_dist_m,reco_method
서울특별시 관악구 양지13길 27,"949578.631974","1941137.163693","949572.757453","1941133.511418","0.0","1","949572.757453","1941133.511418","949568.984","1941132.481","949572.772","1941124.653","8.700",,,,
서울특별시 관악구 양지13길 28,"949558.478987","1941143.376178","949559.143241","1941143.372885","0.0","1","949559.143241","1941143.372885","949565.533","1941145.118","949565.739","1941122.366","22.750",,,,
서울특별시 관악구 양지13길 30,"949562.015051","1941133.702244","949564.524713","1941134.621165","0.0","1","949564.524713","1941134.621165","949568.130","1941135.606","949568.753","1941123.346","12.280",,,,
서울특별시 관악구 양지13길 30-1,"949555.276928","1941135.348074","949552.788925","1941133.132482","0.0","1","949552.788925","1941133.132482","949551.995","1941130.336","949564.396","1941121.376","15.300",,,,
서울특별시 관악구 양지13길 30-2,"949546.99405","1941137.472426","949545.135154","1941133.75454","0.0","1","949545.135154","1941133.75454","949542.312","1941133.995","949564.060","1941121.045","25.310",,,,
서울특별시 관악구 양지13길 31,"949579.162002","1941126.080241","949575.823053","1941126.710453","0.0","1","949575.823053","1941126.710453","949572.872","1941124.014","949575.111","1941124.639","2.330",,,,
서울특별시 관악구 양지13길 33,"949588.97005","1941117.536949","949585.951145","1941117.448987","0.0","1","949585.951145","1941117.448987","949583.551","1941113.697","949584.091","1941117.263","3.610",,,,
서울특별시 관악구 양지13길 35,"949601.906361","1941107.578818","949600.097605","1941106.844089","0.0","1","949600.097605","1941106.844089","949599.081","1941104.538","949586.376","1941108.263","13.240",,,,
서울특별시 관악구 양지13길 35-1,"949588.328033","1941124.950707","949592.583915","1941125.36172","0.0","1","949592.583915","1941125.36172","949596.502","1941124.692","949583.765","1941118.596","14.120",,,,
서울특별시 관악구 양지13길 35-2,"949589.183633","1941131.672037","949593.782376","1941132.043191","0.0","1","949593.782376","1941132.043191","949597.645","1941131.383","949582.768","1941119.601","18.980",,,,
서울특별시 관악구 양지13길 35-3,"949590.43921","1941137.607357","949595.554163","1941137.170831","0.0","1","949595.554163","1941137.170831","949598.546","1941136.660","949582.768","1941119.601","23.240",,,,
서울특별시 관악구 양지13길 35-4,"949591.388671","1941143.819416","949597.0398","1941143.172309","0.0","1","949597.0398","1941143.172309","949599.585","1941142.738","949582.768","1941119.601","28.600",,,,
서울특별시 관악구 양지13길 35-5,"949592.751003","1941149.214389","949598.333132","1941149.465579","0.0","1","949598.333132","1941149.465579","949600.872","1941148.908","949579.772","1941121.616","34.500",,,,
서울특별시 관악구 양지13길 35-6,"949599.345241","1941156.705894","949602.551129","1941158.047547","0.0","1","949602.551129","1941158.047547","949605.385","1941157.323","949636.255","1941176.521","36.350",,,,
서울특별시 관악구 양지13길 35-7,"949601.703732","1941164.708067","949603.820969","1941164.297381","0.0","1","949603.820969","1941164.297381","949606.963","1941163.494","949636.255","1941176.521","32.060",,,,
서울특별시 관악구 양지13길 35-8,"949612.819651","1941168.222011","949610.593519","1941165.571046","0.0","1","949610.593519","1941165.571046","949607.590","1941165.945","949636.255","1941176.521","30.550",,,,
서울특별시 관악구 양지13길 35-9,"949611.178122","1941156.10328","949608.576942","1941155.687634","0.0","1","949608.576942","1941155.687634","949605.189","1941156.554","949636.255","1941176.521","36.930",,,,
서울특별시 관악구 양지13길 35-10,"949607.827898","1941146.845552","949603.951041","1941147.636798","0.0","1","949603.951041","1941147.636798","949600.747","1941148.341","949582.768","1941119.601","33.900",,,,
서울특별시 관악구 양지13길 35-11,"949606.732575","1941140.08863","949602.823233","1941140.731457","0.0","1","949602.823233","1941140.731457","949599.343","1941141.326","949582.768","1941119.601","27.330",,,,
서울특별시 관악구 양지13길 35-12,"949605.348791","1941133.813621","949600.971405","1941134.484704","0.0","1","949600.971405","1941134.484704","949598.254","1941134.949","949583.765","1941118.596","21.850",,,,
서울특별시 관악구 양지13길 35-13,"949604.546223","1941127.754433","949600.430976","1941128.594763","0.0","1","949600.430976","1941128.594763","949597.261","1941129.136","949583.765","1941118.596","17.120",,,,
서울특별시 관악구 양지13길 35-14,"949603.983408","1941121.272267","949599.888238","1941122.268331","0.0","1","949599.888238","1941122.268331","949596.184","1941122.777","949583.765","1941118.596","13.100",,,,
서울특별시 관악구 양지13길 35-15,"949602.616014","1941114.336789","949598.469436","1941115.36453","0.0","1","949598.469436","1941115.36453","949595.227","1941115.810","949586.060","1941111.260","10.230",,,,
서울특별시 관악구 양지13길 36,"949596.840116","1941097.743246","949596.411085","1941102.306836","0.0","1","949596.411085","1941102.306836","949597.670","1941105.161","949586.018","1941104.271","11.690",,,,
서울특별시 관악구 양지13길 38,"949605.962491","1941096.454963","949606.320244","1941100.004187","0.0","1","949606.320244","1941100.004187","949606.785","1941102.454","949586.018","1941104.271","20.850",,,,
서울특별시 관악구 양지13길 39,"949613.956699","1941105.024578","949611.434835","1941104.601565","0.0","1","949611.434835","1941104.601565","949610.881","1941101.678","949586.376","1941108.263","25.370",,,,
서울특별시 관악구 양지13길 40,"949616.953412","1941092.843101","949617.95299","1941094.828523","0.0","1","949617.95299","1941094.828523","949619.621","1941097.975","949586.936","1941090.288","33.580",,,,
서울특별시 관악구 양지13길 40-1,"949605.668672","1941089.444835","949609.5385","1941089.656681","0.0","1","949609.5385","1941089.656681","949611.925","1941089.375","949587.578","1941085.957","24.590",,,,
서울특별시 관악구 양지13길 40-2,"949604.990304","1941083.627246","949608.892887","1941083.625465","0.0","1","949608.892887","1941083.625465","949611.212","1941083.351","949588.546","1941080.293","22.870",,,,
서울특별시 관악구 양지13길 40-3,"949602.278702","1941064.807271","949606.24172","1941065.842444","0.0","1","949606.24172","1941065.842444","949609.124","1941064.994","949591.778","1941061.969","17.610",,,,
서울특별시 관악구 양지13길 40-4,"949602.508052","1941057.968945","949605.177247","1941057.972371","0.0","1","949605.177247","1941057.972371","949607.935","1941057.671","949592.746","1941056.305","15.250",,,,
서울특별시 관악구 양지13길 40-5,"949601.640408","1941052.832405","949605.051149","1941053.472634","0.0","1","949605.051149","1941053.472634","949607.447","1941053.211","949593.388","1941051.975","14.110",,,,
서울특별시 관악구 양지13길 42,"949626.658703","1941087.914138","949627.037962","1941091.405137","0.0","1","949627.037962","1941091.405137","949627.889","1941094.009","949587.902","1941084.291","41.150",,,,
서울특별시 관악구 양지13길 42-1,"949616.375623","1941086.139924","949619.851903","1941086.431356","0.0","1","949619.851903","1941086.431356","949623.064","1941086.237","949588.546","1941080.293","35.030",,,,
서울특별시 관악구 양지13길 42-2,"949615.85888","1941079.997277","949620.436345","1941080.90504","0.0","1","949620.436345","1941080.90504","949622.688","1941080.682","949589.841","1941073.296","33.670",,,,
서울특별시 관악구 양지13길 42-3,"949615.368494","1941072.566023","949619.573724","1941072.522489","0.0","1","949619.573724","1941072.522489","949621.857","1941072.296","949590.809","1941067.633","31.400",,,,
서울특별시 관악구 양지13길 42-4,"949614.747501","1941065.884978","949618.309024","1941065.471731","0.0","1","949618.309024","1941065.471731","949621.790","1941071.625","949591.778","1941061.969","31.530",,,,
서울특별시 관악구 양지13길 43,"949631.82172","1941100.230464","949629.938367","1941095.555305","0.0","1","949629.938367","1941095.555305","949629.284","1941093.553","949586.936","1941090.288","42.470",,,,
서울특별시 관악구 양지13길 43-1,"949641.936756","1941115.725128","949638.986939","1941114.495327","0.0","1","949638.986939","1941114.495327","949637.949","1941110.847","949681.873","1941093.042","47.400",,,,
서울특별시 관악구 양지13길 43-2,"949643.217789","1941103.204939","949640.461139","1941104.375187","0.0","1","949640.461139","1941104.375187","949637.224","1941104.761","949677.476","1941084.415","45.100",,,,
서울특별시 관악구 양지13길 44,"949636.990852","1941085.842214","949633.469091","1941089.018615","0.0","1","949633.469091","1941089.018615","949631.041","1941089.205","949668.352","1941067.829","43.000",,,,
서울특별시 관악구 양지13길 44-1,"949625.734206","1941077.153236","949628.000123","1941079.94447","0.0","1","949628.000123","1941079.94447","949630.201","1941079.716","949589.841","1941073.296","40.870",,,,
서울특별시 관악구 양지13길 44-2,"949625.830932","1941066.233266","949626.614198","1941069.314487","0.0","1","949626.614198","1941069.314487","949629.323","1941071.259","949654.526","1941047.611","34.560",,,,
서울특별시 관악구 양지13길 44-3,"949632.822402","1941068.310335","949630.999746","1941066.938792","0.0","1","949630.999746","1941066.938792","949629.323","1941071.259","949654.526","1941047.611","34.560",,,,
서울특별시 관악구 양지13길 44-4,"949635.737641","1941079.57556","949633.025871","1941082.5772","0.0","1","949633.025871","1941082.5772","949630.525","1941082.837","949665.984","1941063.184","40.540",,,,
서울특별시 관악구 양지13길 45,"949641.24832","1941093.78515","949637.925311","1941092.603007","0.0","1","949637.925311","1941092.603007","949637.249","1941090.806","949671.728","1941073.467","38.590",,,,
서울특별시 관악구 양지13길 45-1,"949650.903424","1941092.749332","949651.810282","1941090.638002","0.0","1","949651.810282","1941090.638002","949650.133","1941085.989","949674.432","1941078.443","25.440",,,,
서울특별시 관악구 양지13길 46,"949649.655968","1941081.360511","949645.887228","1941084.922051","0.0","2","949645.887228","1941084.922051","949646.755","1941087.227","949669.365","1941069.487","28.740",,,,
서울특별시 관악구 양지13길 47,"949656.443113","1941090.972066","949654.92538","1941088.147994","0.0","1","949654.92538","1941088.147994","949653.684","1941084.708","949674.432","1941078.443","21.670",,,,
서울특별시 관악구 양지14길 1,"949590.92035","1941279.478759","949589.787076","1941280.823835","0.0","1","949589.787076","1941280.823835","949586.802","1941281.408","949591.130","1941286.289","6.520",,,,
서울특별시 관악구 양지14길 3,"949589.004555","1941268.993273","949587.795594","1941271.731285","0.0","1","949587.795594","1941271.731285","949584.761","1941272.457","949587.886","1941286.641","14.520",,,,
서울특별시 관악구 양지14길 4,"949577.729739","1941272.093071","949580.236688","1941273.612368","0.0","1","949580.236688","1941273.612368","949584.777","1941272.527","949571.726","1941283.078","16.780",,,,
서울특별시 관악구 양지14길 7,"949586.998152","1941259.666512","949585.476162","1941258.651477","0.0","1","949585.476162","1941258.651477","949581.762","1941259.430","949563.594","1941264.823","18.950",,,,
서울특별시 관악구 양지14길 8,"949575.147158","1941259.331901","949578.840474","1941261.039082","0.0","1","949578.840474","1941261.039082","949581.962","1941260.385","949563.594","1941264.823","18.900",,,,
서울특별시 관악구 양지14길 9,"949584.790114","1941249.52998","949584.916586","1941249.551348","0.0","1","949584.916586","1941249.551348","949579.912","1941250.600","949561.530","1941255.184","18.940",,,,
서울특별시 관악구 양지14길 10,"949573.898049","1941249.097971","949576.224491","1941249.9042","0.0","1","949576.224491","1941249.9042","949579.617","1941249.193","949560.846","1941252.526","19.070",,,,
서울특별시 관악구 양지14길 11,"949583.021667","1941239.392487","949583.227611","1941239.638942","0.0","1","949583.227611","1941239.638942","949577.852","1941240.765","949558.786","1941243.552","19.270",,,,
서울특별시 관악구 양지14길 12,"949572.621659","1941239.257842","949574.111241","1941237.130145","0.0","1","949574.111241","1941237.130145","949576.965","1941236.532","949558.103","1941241.227","19.440",,,,
서울특별시 관악구 양지14길 13,"949580.654565","1941230.910185","949579.201916","1941232.705079","0.0","1","949579.201916","1941232.705079","949576.291","1941233.315","949557.417","1941238.235","19.500",,,,
서울특별시 관악구 양지14길 14,"949569.9158","1941229.891916","949572.757253","1941232.534625","0.0","1","949572.757253","1941232.534625","949575.985","1941231.858","949556.728","1941234.912","19.500",,,,
서울특별시 관악구 양지14길 15,"949579.032551","1941221.287995","949577.821402","1941223.097885","0.0","1","949577.821402","1941223.097885","949574.309","1941223.829","949555.699","1941230.591","19.800",,,,
서울특별시 관악구 양지14길 17,"949577.059574","1941212.343828","949575.938154","1941215.129864","0.0","1","949575.938154","1941215.129864","949572.642","1941215.816","949553.275","1941216.628","19.380",,,,
서울특별시 관악구 양지14길 18,"949567.436584","1941219.504315","949570.436197","1941219.147979","0.0","1","949570.436197","1941219.147979","949573.215","1941218.570","949553.646","1941222.616","19.980",,,,
서울특별시 관악구 양지14길 20,"949564.962034","1941211.433483","949568.453919","1941211.794173","0.0","1","949568.453919","1941211.794173","949571.666","1941211.126","949552.933","1941215.299","19.190",,,,
서울특별시 관악구 양지14길 21,"949574.876469","1941202.00517","949572.962381","1941199.322317","0.0","1","949572.962381","1941199.322317","949569.365","1941200.071","949550.191","1941204.000","19.570",,,,
서울특별시 관악구 양지14길 22,"949563.795257","1941202.713432","949566.772522","1941203.313673","0.0","1","949566.772522","1941203.313673","949569.904","1941202.662","949551.558","1941208.984","19.410",,,,
서울특별시 관악구 양지14길 23,"949573.036411","1941192.670324","949571.944905","1941195.001462","0.0","1","949571.944905","1941195.001462","949568.461","1941195.727","949550.191","1941204.000","20.060",,,,
서울특별시 관악구 양지14길 24,"949562.62743","1941190.872762","949564.045599","1941190.542867","0.0","1","949564.045599","1941190.542867","949567.244","1941189.877","949550.191","1941204.000","22.140",,,,
서울특별시 관악구 양지14길 25,"949571.159496","1941184.42067","949569.652","1941186.933326","0.0","1","949569.652","1941186.933326","949566.785","1941187.482","949550.191","1941204.000","23.410",,,,
서울특별시 관악구 양지14길 26,"949555.550134","1941185.478385","949558.069565","1941182.289661","0.0","1","949558.069565","1941182.289661","949552.506","1941180.105","949549.518","1941203.338","23.420",,,,
서울특별시 관악구 양지14길 27,"949575.96653","1941174.418253","949573.076437","1941176.891574","0.0","1","949573.076437","1941176.891574","949567.522","1941174.944","949549.518","1941203.338","33.620",,,,
서울특별시 관악구 양지14길 27-1,"949584.63834","1941172.620978","949581.625653","1941168.868335","0.0","1","949581.625653","1941168.868335","949569.778","1941168.507","949575.111","1941124.639","44.190",,,,
서울특별시 관악구 양지14길 27-2,"949578.265142","1941162.253769","949574.133839","1941164.100737","0.0","1","949574.133839","1941164.100737","949569.778","1941168.507","949573.895","1941124.647","44.050",,,,
서울특별시 관악구 양지15길 1,"949614.743041","1941271.504263","949612.030266","1941269.174786","0.0","1","949612.030266","1941269.174786","949608.199","1941268.962","949615.835","1941281.813","14.950",,,,
서울특별시 관악구 양지15길 2,"949598.118027","1941274.529939","949601.385975","1941275.867806","0.0","1","949601.385975","1941275.867806","949607.796","1941276.224","949603.151","1941284.552","9.540",,,,
서울특별시 관악구 양지15길 3,"949621.411905","1941258.112262","949617.535431","1941257.169109","0.0","1","949617.535431","1941257.169109","949613.078","1941252.853","949622.509","1941280.108","28.840",,,,
서울특별시 관악구 양지15길 4,"949601.736118","1941262.231004","949602.617758","1941263.579613","0.0","1","949602.617758","1941263.579613","949608.471","1941264.047","949607.156","1941283.529","19.530",,,,
서울특별시 관악구 양지15길 5,"949625.571088","1941250.885054","949621.778936","1941251.806791","0.0","1","949621.778936","1941251.806791","949615.092","1941250.284","949628.183","1941278.743","31.330",,,,
서울특별시 관악구 양지15길 6,"949602.903355","1941250.272854","949604.545361","1941253.042261","0.0","1","949604.545361","1941253.042261","949604.846","1941256.519","949610.160","1941282.845","26.860",,,,
서울특별시 관악구 양지15길 6-1,"949594.019322","1941261.99591","949595.11794","1941259.042287","0.0","1","949595.11794","1941259.042287","949599.141","1941257.011","949601.148","1941284.897","27.960",,,,
서울특별시 관악구 양지15길 6-2,"949591.896486","1941253.097139","949595.015012","1941254.008108","0.0","1","949595.015012","1941254.008108","949598.295","1941253.267","949601.148","1941284.897","31.760",,,,
서울특별시 관악구 양지15길 6-3,"949590.179869","1941243.587889","949593.139438","1941245.550546","0.0","1","949593.139438","1941245.550546","949596.395","1941244.821","949560.846","1941252.526","36.370",,,,
서울특별시 관악구 양지15길 6-4,"949588.404147","1941234.436865","949591.411987","1941236.253079","0.0","1","949591.411987","1941236.253079","949594.329","1941235.600","949558.786","1941243.552","36.420",,,,
서울특별시 관악구 양지15길 6-5,"949586.415317","1941224.257849","949589.293438","1941225.126874","0.0","1","949589.293438","1941225.126874","949591.755","1941224.550","949556.728","1941234.912","36.530",,,,
서울특별시 관악구 양지15길 6-6,"949584.152804","1941214.836419","949587.11395","1941216.899772","0.0","1","949587.11395","1941216.899772","949589.859","1941216.343","949553.278","1941217.105","36.590",,,,
서울특별시 관악구 양지15길 6-7,"949582.268222","1941205.323269","949585.308603","1941207.297582","0.0","1","949585.308603","1941207.297582","949587.918","1941206.769","949552.587","1941213.304","35.930",,,,
서울특별시 관악구 양지15길 6-8,"949580.279134","1941194.676201","949582.962421","1941196.401433","0.0","1","949582.962421","1941196.401433","949585.769","1941195.860","949550.191","1941204.000","36.500",,,,
서울특별시 관악구 양지15길 6-9,"949578.156856","1941183.766356","949580.690098","1941185.04719","0.0","1","949580.690098","1941185.04719","949583.751","1941185.406","949550.191","1941204.000","38.370",,,,
서울특별시 관악구 양지15길 6-10,"949587.948595","1941183.112451","949586.183581","1941185.246965","0.0","1","949586.183581","1941185.246965","949583.809","1941185.705","949550.191","1941204.000","38.270",,,,
서울특별시 관악구 양지15길 6-11,"949590.272365","1941192.980223","949588.299707","1941195.915482","0.0","1","949588.299707","1941195.915482","949585.870","1941196.384","949550.191","1941204.000","36.480",,,,
서울특별시 관악구 양지15길 6-12,"949592.197196","1941202.634944","949590.641044","1941205.896252","0.0","1","949590.641044","1941205.896252","949587.856","1941206.461","949552.587","1941213.304","35.930",,,,
서울특별시 관악구 양지15길 6-13,"949594.353535","1941212.788312","949592.520251","1941215.040349","0.0","1","949592.520251","1941215.040349","949589.710","1941215.610","949553.275","1941216.628","36.450",,,,
서울특별시 관악구 양지15길 6-14,"949596.750902","1941223.197781","949594.627495","1941224.03067","0.0","1","949594.627495","1941224.03067","949591.789","1941224.695","949556.728","1941234.912","36.520",,,,
서울특별시 관악구 양지15길 6-15,"949598.766691","1941232.569054","949596.597114","1941235.844217","0.0","1","949596.597114","1941235.844217","949594.490","1941236.316","949558.786","1941243.552","36.430",,,,
서울특별시 관악구 양지15길 6-16,"949600.757903","1941241.772636","949598.845213","1941242.621566","0.0","1","949598.845213","1941242.621566","949596.043","1941243.249","949560.501","1941250.864","36.350",,,,
서울특별시 관악구 양지15길 7,"949621.990842","1941242.68005","949620.90229","1941244.717049","0.0","1","949620.90229","1941244.717049","949615.367","1941245.592","949631.853","1941277.722","36.110",,,,
서울특별시 관악구 양지15길 8,"949609.558908","1941243.035574","949611.599171","1941245.376558","0.0","1","949611.599171","1941245.376558","949615.242","1941244.801","949619.506","1941280.792","36.240",,,,
서울특별시 관악구 양지15길 9,"949618.8884","1941231.155826","949616.885181","1941235.20285","0.0","1","949616.885181","1941235.20285","949613.802","1941235.690","949653.925","1941224.672","41.610",,,,
서울특별시 관악구 양지15길 10,"949606.129574","1941232.405778","949609.093562","1941233.18443","0.0","1","949609.093562","1941233.18443","949613.301","1941232.520","949652.562","1941220.354","41.100",,,,
서울특별시 관악구 양지15길 11,"949617.030171","1941218.751321","949615.309239","1941220.951719","0.0","1","949615.309239","1941220.951719","949611.567","1941221.543","949648.467","1941206.400","39.890",,,,
서울특별시 관악구 양지15길 12,"949604.340118","1941220.139806","949608.346062","1941221.66955","0.0","1","949608.346062","1941221.66955","949611.508","1941221.170","949647.451","1941204.077","39.800",,,,
서울특별시 관악구 양지15길 13,"949614.980766","1941208.664939","949613.069851","1941210.055005","0.0","1","949613.069851","1941210.055005","949609.498","1941211.132","949644.737","1941197.437","37.810",,,,
서울특별시 관악구 양지15길 14,"949601.92511","1941210.777361","949605.009835","1941211.083776","0.0","1","949605.009835","1941211.083776","949609.111","1941209.847","949643.382","1941194.450","37.570",,,,
서울특별시 관악구 양지15길 15,"949612.295273","1941199.235873","949610.142599","1941200.351957","0.0","1","949610.142599","1941200.351957","949606.573","1941201.428","949640.330","1941187.146","36.650",,,,
서울특별시 관악구 양지15길 16,"949599.506428","1941200.461538","949602.289109","1941201.486431","0.0","1","949602.289109","1941201.486431","949606.232","1941200.298","949639.651","1941185.486","36.550",,,,
서울특별시 관악구 양지15길 17,"949609.990633","1941191.129717","949607.024364","1941192.038282","0.0","1","949607.024364","1941192.038282","949604.015","1941192.946","949637.279","1941180.176","35.630",,,,
서울특별시 관악구 양지15길 18,"949597.251693","1941192.071737","949600.385489","1941193.065108","0.0","1","949600.385489","1941193.065108","949603.746","1941192.052","949636.263","1941177.852","35.480",,,,
서울특별시 관악구 양지15길 19,"949606.668242","1941182.194899","949604.005295","1941183.724083","0.0","1","949604.005295","1941183.724083","949601.466","1941184.490","949636.263","1941177.852","35.420",,,,
서울특별시 관악구 양지15길 20,"949595.354824","1941183.121859","949598.053234","1941183.358911","0.0","1","949598.053234","1941183.358911","949600.869","1941182.510","949636.263","1941177.852","35.700",,,,
서울특별시 관악구 양지15길 21,"949603.455353","1941173.727186","949600.979403","1941174.120726","0.0","1","949600.979403","1941174.120726","949598.842","1941174.557","949636.255","1941176.521","37.460",,,,
서울특별시 관악구 양지15길 22,"949592.989441","1941173.901783","949596.222583","1941174.740915","0.0","1","949596.222583","1941174.740915","949598.774","1941174.220","949636.255","1941176.521","37.550",,,,
서울특별시 관악구 양지15길 24,"949591.451176","1941166.158609","949594.789645","1941166.319152","0.0","1","949594.789645","1941166.319152","949597.066","1941165.855","949636.255","1941176.521","40.610",,,,
서울특별시 관악구 양지15길 26,"949590.194476","1941158.64916","949593.36458","1941159.384879","0.0","1","949593.36458","1941159.384879","949595.651","1941158.918","949575.111","1941124.639","39.960",,,,
서울특별시 관악구 양지15길 28,"949583.100284","1941155.484675","949583.408089","1941151.900748","0.0","1","949583.408089","1941151.900748","949585.632","1941150.681","949575.111","1941124.639","28.090",,,,
서울특별시 관악구 양지15길 28-1,"949577.71832","1941150.20237","949579.324962","1941148.649788","0.0","1","949579.324962","1941148.649788","949584.975","1941149.482","949575.111","1941124.639","26.730",,,,
서울특별시 관악구 양지16길 7,"949646.0124","1941310.808725","949651.317927","1941310.732961","0.0","1","949651.317927","1941310.732961","949656.901","1941310.365","949657.453","1941310.696","0.640",,,,
서울특별시 관악구 양지16길 8,"949665.208087","1941309.162802","949660.365816","1941308.846073","0.0","1","949660.365816","1941308.846073","949656.816","1941309.080","949659.448","1941308.852","2.640",,,,
서울특별시 관악구 양지16길 9,"949647.521348","1941319.102661","949652.799306","1941317.389956","0.0","1","949652.799306","1941317.389956","949657.344","1941317.090","949657.819","1941315.838","1.340",,,,
서울특별시 관악구 양지16길 10,"949665.357853","1941318.436186","949660.273663","1941315.904251","2.0","1","949660.273663","1941315.904251","949657.279","1941316.102","949659.824","1941315.907","2.550",,,,
서울특별시 관악구 양지16길 11,"949649.13111","1941326.499148","949654.036509","1941325.431511","0.0","1","949654.036509","1941325.431511","949657.944","1941324.883","949658.870","1941323.819","1.410",,,,
서울특별시 관악구 양지16길 12,"949666.242176","1941326.928512","949662.454311","1941324.003688","0.0","1","949662.454311","1941324.003688","949657.910","1941324.641","949661.213","1941324.471","3.310",,,,
서울특별시 관악구 양지16길 13,"949651.409454","1941334.687966","949655.840911","1941333.721567","0.0","1","949655.840911","1941333.721567","949658.962","1941332.134","949660.927","1941332.460","1.990",,,,
서울특별시 관악구 양지16길 15,"949653.792057","1941341.27535","949659.084427","1941340.683614","0.0","1","949659.084427","1941340.683614","949662.736","1941338.527","949662.973","1941339.103","0.620",,,,
서울특별시 관악구 양지16길 17,"949653.495078","1941350.002911","949656.373877","1941351.261096","0.0","1","949656.373877","1941351.261096","949664.479","1941351.723","949665.703","1941348.405","3.540",,,,
서울특별시 관악구 양지16길 18,"949670.323526","1941338.725668","949668.397773","1941342.143338","0.0","1","949668.397773","1941342.143338","949665.783","1941343.687","949666.335","1941342.411","1.390",,,,
서울특별시 관악구 양지16길 19,"949657.171394","1941357.231293","949662.373203","1941356.196531","0.0","1","949662.373203","1941356.196531","949665.525","1941355.265","949667.078","1941354.720","1.650",,,,
서울특별시 관악구 양지16길 21,"949658.511699","1941364.029639","949663.518464","1941363.256274","0.0","1","949663.518464","1941363.256274","949667.535","1941362.070","949668.461","1941362.367","0.970",,,,
서울특별시 관악구 양지16길 22,"949671.218581","1941355.902603","949668.528869","1941355.032184","0.0","1","949668.528869","1941355.032184","949665.703","1941355.867","949669.085","1941355.029","3.480",,,,
서울특별시 관악구 양지16길 24,"949673.527616","1941366.908134","949671.345246","1941364.448648","0.0","1","949671.345246","1941364.448648","949668.487","1941365.293","949670.812","1941364.349","2.510",,,,
서울특별시 관악구 양지16길 25,"949658.583818","1941373.219066","949663.985509","1941373.199748","0.0","1","949663.985509","1941373.199748","949670.274","1941371.342","949669.143","1941364.692","6.750",,,,
서울특별시 관악구 양지16길 25-1,"949657.820482","1941386.047052","949657.265185","1941382.352436","0.0","1","949657.265185","1941382.352436","949672.161","1941376.782","949642.534","1941385.820","30.980",,,,
서울특별시 관악구 양지16길 26,"949679.809012","1941374.859818","949675.493625","1941376.058715","0.0","1","949675.493625","1941376.058715","949672.332","1941377.241","949670.480","1941364.684","12.690",,,,
서울특별시 관악구 양지16길 27,"949667.038067","1941383.168783","949669.964034","1941380.489426","0.0","1","949669.964034","1941380.489426","949673.108","1941379.314","949669.869","1941364.688","14.980",,,,
서울특별시 관악구 양지16길 27-1,"949661.724132","1941396.006093","949661.048184","1941392.416498","0.0","1","949661.048184","1941392.416498","949675.927","1941386.853","949646.278","1941397.112","31.370",,,,
서울특별시 관악구 양지16길 28,"949682.135968","1941381.190329","949678.171275","1941383.023757","0.0","1","949678.171275","1941383.023757","949674.946","1941384.230","949670.480","1941364.684","20.050",,,,
서울특별시 관악구 양지16길 29,"949671.195208","1941395.266264","949675.570562","1941395.793085","0.0","1","949675.570562","1941395.793085","949678.695","1941394.720","949648.660","1941404.087","31.460",,,,
서울특별시 관악구 양지16길 30,"949684.212556","1941388.911025","949680.021246","1941388.044029","0.0","1","949680.021246","1941388.044029","949676.784","1941389.156","949670.480","1941364.684","25.270",,,,
서울특별시 관악구 양지16길 32,"949687.852565","1941397.583021","949684.359912","1941399.967468","0.0","1","949684.359912","1941399.967468","949680.906","1941401.154","949706.560","1941417.382","30.360",,,,
서울특별시 관악구 양지16길 33,"949669.651532","1941404.767027","949675.886313","1941403.250873","0.0","1","949675.886313","1941403.250873","949681.020","1941401.487","949651.724","1941413.387","31.620",,,,
서울특별시 관악구 양지16길 33-1,"949668.430742","1941416.200686","949667.65163","1941413.378544","0.0","1","949667.65163","1941413.378544","949683.263","1941408.015","949653.766","1941419.365","31.610",,,,
서울특별시 관악구 양지16길 34,"949689.738227","1941403.907657","949685.834968","1941405.429855","0.0","1","949685.834968","1941405.429855","949682.740","1941406.493","949706.560","1941417.382","26.190",,,,
서울특별시 관악구 양지16길 35,"949677.267651","1941414.325735","949681.612697","1941415.100444","0.0","1","949681.612697","1941415.100444","949685.266","1941413.845","949702.597","1941425.393","20.830",,,,
서울특별시 관악구 양지16길 35-1,"949671.814791","1941426.223212","949671.708704","1941423.02674","0.0","1","949671.708704","1941423.02674","949686.656","1941417.892","949656.489","1941427.669","31.710",,,,
서울특별시 관악구 양지16길 36,"949692.15701","1941412.253239","949688.326658","1941412.898888","0.0","1","949688.326658","1941412.898888","949685.298","1941413.939","949704.909","1941420.720","20.750",,,,
서울특별시 관악구 양지16길 37,"949680.764214","1941423.937189","949685.109923","1941423.370221","0.0","1","949685.109923","1941423.370221","949688.176","1941422.317","949702.597","1941425.393","14.750",,,,
서울특별시 관악구 양지16길 39,"949683.849021","1941432.954053","949687.503537","1941431.922117","0.0","1","949687.503537","1941431.922117","949690.924","1941430.832","949702.608","1941427.057","12.280",,,,
서울특별시 관악구 양지16길 39-1,"949674.89915","1941435.392515","949676.455719","1941432.533146","0.0","1","949676.455719","1941432.533146","949679.968","1941440.216","949670.286","1941443.227","10.140",,,,
서울특별시 관악구 양지16길 39-3,"949688.046438","1941443.490581","949688.380599","1941441.034592","0.0","1","949688.380599","1941441.034592","949686.617","1941437.177","949677.011","1941449.842","15.900",,,,
