road_addr,building_x,building_y,entrance_x,entrance_y,floor_coun,building_c,x,y,near_r_x,near_r_y,near_rv_x,near_rv_y,dist_r_rv,reco_x,reco_y,reco_dist_m,reco_method
서울특별시 금천구 독산로50길 151,"948055.998015","1940511.674265","948057.9464","1940503.623817","5.0","1","948057.9464","1940503.623817","948059.680","1940491.685","948053.421","1940489.968","6.490",,,,
서울특별시 금천구 독산로50길 151-1,"948073.556123","1940515.725124","948068.586656","1940510.633043","7.0","1","948068.586656","1940510.633043","948071.098","1940493.343","948055.422","1940489.289","16.190",,,,
서울특별시 금천구 독산로50길 155,"948068.956567","1940482.62908","948059.843571","1940478.51831","4.0","1","948059.843571","1940478.51831","948054.052","1940479.271","948055.690","1940478.637","1.760",,,,
서울특별시 금천구 독산로50길 163-5,"948078.514012","1940431.499306","948076.229249","1940426.395496","2.0","1","948076.229249","1940426.395496","948075.459","1940419.669","948076.195","1940420.927","1.460",,,,
서울특별시 금천구 독산로50길 163-6 에이동,"948078.811171","1940405.042239","948078.5465","1940411.148357","5.0","1","948078.811171","1940405.042239","948085.403","1940404.404","948085.314","1940405.002","0.600",,,,
서울특별시 금천구 독산로50길 163-7 주택,"948087.616169","1940430.400489","948085.73651","1940425.205596","2.0","1","948085.73651","1940425.205596","948084.978","1940418.579","948085.409","1940420.204","1.680",,,,
서울특별시 금천구 독산로50길 163-9,"948100.01249","1940429.798918","948096.960735","1940422.23725","4.0","1","948096.960735","1940422.23725","948096.393","1940417.273","948096.946","1940419.799","2.590",,,,
서울특별시 금천구 독산로50길 163-10 가동,"948100.602057","1940406.700289","948099.895986","1940409.64027","4.0","1","948100.602057","1940406.700289","948101.741","1940416.662","948100.669","1940417.446","1.330",,,,
서울특별시 금천구 독산로50길 163-13,"948115.996509","1940427.703251","948115.692793","1940422.206096","3.0","1","948115.692793","1940422.206096","948114.887","1940415.159","948114.476","1940418.026","2.900",,,,
서울특별시 금천구 독산로50길 163-14 나동,"948114.403513","1940390.596847","948114.208937","1940410.609149","4.0","2","948114.403513","1940390.596847","948117.182","1940414.896","948116.133","1940415.686","1.310",,,,
서울특별시 금천구 독산로50길 163-14 가동,"948116.811178","1940405.603285","948114.208937","1940410.609149","4.0","2","948116.811178","1940405.603285","948117.865","1940414.818","948116.874","1940415.681","1.310",,,,
서울특별시 금천구 독산로50길 163-16,"948136.135774","1940388.820137","948129.159138","1940409.451438","3.0","2","948129.159138","1940409.451438","948129.619","1940413.474","948129.189","1940414.273","0.910",,,,
서울특별시 금천구 독산로50길 163-17,"948135.125937","1940424.380996","948137.910167","1940420.748153","5.0","1","948137.910167","1940420.748153","948136.982","1940412.632","948137.858","1940415.550","3.050",,,,
서울특별시 금천구 독산로50마길 39-4,"948102.035773","1940357.381829","948098.899321","1940353.338021","2.0","1","948098.899321","1940353.338021","948080.632","1940355.106","948082.339","1940356.650","2.300",,,,
서울특별시 금천구 독산로50마길 39-8,"948097.194003","1940371.033946","948088.610163","1940372.205056","4.0","1","948088.610163","1940372.205056","948082.345","1940372.811","948084.107","1940372.233","1.850",,,,
서울특별시 금천구 독산로50마길 39-12 나동,"948098.847382","1940388.552432","948091.111914","1940389.441927","4.0","1","948098.847382","1940388.552432","948084.008","1940389.989","948086.215","1940388.631","2.590",,,,
서울특별시 관악구 호암로 358,"948968.209715","1940183.300846","948961.953679","1940162.554298","1.0","2","948961.953679","1940162.554298","948935.464","1940171.391","948945.478","1940151.605","22.180",,,,
서울특별시 관악구 호암로 399 301동,"949189.533925","1940395.725673","949225.626207","1940397.416316","25.0","11","949189.533925","1940395.725673","949175.456","1940369.376","949197.767","1940412.015","48.120",,,,
서울특별시 관악구 호암로 399 302동,"949201.51381","1940475.370348","949225.626207","1940397.416316","25.0","11","949201.51381","1940475.370348","949222.560","1940385.142","949202.501","1940475.892","92.940",,,,
서울특별시 관악구 호암로 399 303동,"949233.839525","1940562.258082","949225.626207","1940397.416316","1.0","11","949233.839525","1940562.258082","949268.092","1940630.486","949229.958","1940538.631","99.460",,,,
서울특별시 관악구 호암로 399 304동,"949203.112506","1940608.845692","949225.626207","1940397.416316","25.0","11","949203.112506","1940608.845692","949230.571","1940649.323","949211.225","1940591.001","61.450",,,,
서울특별시 관악구 호암로 399 305동,"949147.341853","1940600.621356","949225.626207","1940397.416316","25.0","11","949147.341853","1940600.621356","949217.428","1940663.883","949139.183","1940616.403","91.520",,,,
서울특별시 관악구 호암로 399 309동,"949281.943036","1940432.020609","949225.626207","1940397.416316","25.0","11","949281.943036","1940432.020609","949305.147","1940404.901","949287.083","1940423.453","25.890",,,,
서울특별시 관악구 호암로 399 308동,"949312.243242","1940494.023485","949225.626207","1940397.416316","25.0","11","949312.243242","1940494.023485","949357.961","1940447.819","949309.370","1940515.514","83.330",,,,
서울특별시 관악구 호암로 399 307동,"949366.979837","1940501.414073","949225.626207","1940397.416316","25.0","11","949366.979837","1940501.414073","949400.090","1940512.819","949342.320","1940492.348","61.290",,,,
서울특별시 관악구 호암로 399 306동,"949348.445344","1940564.059443","949225.626207","1940397.416316","25.0","11","949348.445344","1940564.059443","949360.636","1940580.635","949358.887","1940578.452","2.800",,,,
서울특별시 관악구 호암로 399 상가동,"949284.511574","1940591.998667","949225.626207","1940397.416316","1.0","11","949284.511574","1940591.998667","949296.639","1940616.154","949268.356","1940586.659","40.860",,,,
서울특별시 관악구 호암로 399 관리사무실,"949250.004639","1940500.131106","949225.626207","1940397.416316","1.0","11","949225.626207","1940397.416316","949227.652","1940386.049","949225.085","1940397.203","11.450",,,,
서울특별시 관악구 호암로 401,"949233.997345","1940363.092817","949232.033459","1940358.029629","1.0","1","949232.033459","1940358.029629","949224.067","1940343.257","949225.794","1940348.936","5.940",,,,
서울특별시 관악구 호암로 405,"949253.285377","1940355.096567","949254.675054","1940345.338377","1.0","1","949254.675054","1940345.338377","949246.720","1940330.850","949246.408","1940330.837","0.310",,,,
서울특별시 관악구 호암로 417,"949368.595593","1940390.61625","949374.650373","1940280.417305","1.0","30","949374.650373","1940280.417305","949360.140","1940264.709","949375.126","1940280.414","21.710",,,,
서울특별시 관악구 호암로 417 103동,"949371.304542","1940377.652557","949374.650373","1940280.417305","15.0","30","949371.304542","1940377.652557","949333.585","1940423.699","949360.988","1940374.075","56.690",,,,
서울특별시 관악구 호암로 417 101동,"949316.055402","1940320.505892","949374.650373","1940280.417305","15.0","30","949316.055402","1940320.505892","949305.048","1940299.533","949327.962","1940330.008","38.130",,,,
서울특별시 관악구 호암로 417 102동,"949327.175347","1940369.156396","949374.650373","1940280.417305","15.0","30","949327.175347","1940369.156396","949300.207","1940400.675","949340.487","1940355.894","60.230",,,,
서울특별시 관악구 호암로 417 107동,"949488.40613","1940342.513792","949374.650373","1940280.417305","15.0","30","949488.40613","1940342.513792","949514.822","1940319.303","949486.837","1940346.684","39.150",,,,
서울특별시 관악구 호암로 417 106동,"949420.356403","1940335.569631","949374.650373","1940280.417305","15.0","30","949420.356403","1940335.569631","949486.428","1940291.894","949409.620","1940346.154","94.040",,,,
서울특별시 관악구 호암로 417 115동(상가동),"949389.118627","1940310.418405","949374.650373","1940280.417305","5.0","30","949374.650373","1940280.417305","949360.140","1940264.709","949375.126","1940280.414","21.710",,,,
서울특별시 관악구 호암로 417 108동,"949454.498185","1940292.96152","949374.650373","1940280.417305","15.0","30","949454.498185","1940292.96152","949477.210","1940277.948","949445.786","1940301.998","39.570",,,,
서울특별시 관악구 호암로 417 105동,"949410.789126","1940284.265575","949374.650373","1940280.417305","15.0","30","949410.789126","1940284.265575","949367.383","1940256.064","949413.378","1940304.525","66.810",,,,
서울특별시 관악구 호암로 417 104동,"949363.593922","1940332.092485","949374.650373","1940280.417305","15.0","30","949363.593922","1940332.092485","949335.496","1940282.609","949352.113","1940343.840","63.450",,,,
서울특별시 관악구 호암로 432-17 가동,"949329.175037","1940058.580924","949329.110799","1940065.338666","1.0","4","949329.175037","1940058.580924","949324.981","1940061.955","949348.588","1940093.891","39.710",,,,
서울특별시 관악구 호암로 432-17 다동,"949323.473485","1940047.722463","949329.110799","1940065.338666","1.0","4","949323.473485","1940047.722463","949317.447","1940052.917","949348.588","1940093.891","51.460",,,,
서울특별시 관악구 호암로 432-17 나동,"949314.28014","1940049.65057","949329.110799","1940065.338666","1.0","4","949314.28014","1940049.65057","949313.944","1940050.254","949348.588","1940093.891","55.720",,,,
서울특별시 관악구 호암로 432-17 라동,"949307.845358","1940085.803146","949329.110799","1940065.338666","1.0","4","949307.845358","1940085.803146","949329.645","1940067.652","949348.256","1940094.226","32.440",,,,
서울특별시 관악구 호암로 453,"949555.223675","1940110.777986","949556.289996","1940110.622997","1.0","1","949556.289996","1940110.622997","949572.026","1940112.348","949570.309","1940110.538","2.490",,,,
서울특별시 관악구 호암로 454-16,"949512.949648","1939892.346002","949520.000766","1939901.417123","1.0","1","949520.000766","1939901.417123","949545.841","1940002.518","949553.271","1939946.524","56.480",,,,
서울특별시 관악구 호암로 465,"949619.560952","1940206.946539","949619.076093","1940214.694805","1.0","1","949619.076093","1940214.694805","949626.557","1940219.132","949625.449","1940218.696","1.190",,,,
서울특별시 관악구 호암로 467,"949642.567843","1940236.88104","949626.779427","1940230.021455","1.0","1","949626.779427","1940230.021455","949621.775","1940228.717","949623.172","1940229.028","1.430",,,,
서울특별시 관악구 호암로 477,"949715.950844","1940301.044106","949715.207603","1940298.334546","1.0","1","949715.207603","1940298.334546","949729.816","1940290.978","949731.504","1940289.618","2.170",,,,
서울특별시 관악구 호암로 483,"949735.803472","1940346.063321","949736.842963","1940345.653278","1.0","1","949736.842963","1940345.653278","949748.595","1940341.924","949750.536","1940341.428","2.000",,,,
서울특별시 관악구 호암로 485,"949741.557449","1940362.351329","949742.278572","1940361.522221","1.0","1","949742.278572","1940361.522221","949753.269","1940358.725","949755.656","1940359.038","2.410",,,,
서울특별시 관악구 호암로 487,"949740.857919","1940375.971733","949738.293723","1940373.722797","1.0","1","949738.293723","1940373.722797","949756.125","1940370.448","949757.375","1940367.015","3.650",,,,
서울특별시 관악구 호암로 493-2,"949730.867751","1940434.389571","949730.168575","1940430.826086","0.0","1","949730.168575","1940430.826086","949731.381","1940425.945","949761.791","1940434.223","31.520",,,,
서울특별시 관악구 호암로 493-4,"949723.613203","1940432.017061","949725.433119","1940428.685919","0.0","1","949725.433119","1940428.685919","949726.256","1940424.753","949762.108","1940431.226","36.430",,,,
서울특별시 관악구 호암로 498,"949816.981541","1940602.85908","949790.733944","1940462.829542","1.0","10","949790.733944","1940462.829542","949778.142","1940451.624","949787.020","1940460.698","12.690",,,,
서울특별시 관악구 호암로 509-3,"949704.407871","1940593.889548","949706.893057","1940591.781908","0.0","2","949706.893057","1940591.781908","949699.398","1940589.591","949746.391","1940596.409","47.490",,,,
서울특별시 관악구 호암로 511 상가동,"949727.414143","1940610.926523","949726.739935","1940609.487311","1.0","1","949727.414143","1940610.926523","949722.362","1940600.582","949745.141","1940610.820","24.970",,,,
서울특별시 관악구 호암로 518,"949755.056159","1940676.936673","949751.003047","1940677.053605","3.0","1","949751.003047","1940677.053605","949738.361","1940675.859","949742.520","1940674.981","4.250",,,,
서울특별시 관악구 호암로 519 102동,"949706.677481","1940702.45346","949724.420395","1940684.039778","14.0","3","949706.677481","1940702.45346","949735.589","1940705.186","949736.693","1940706.302","1.570",,,,
서울특별시 관악구 호암로 519 103동,"949677.583285","1940675.136188","949724.420395","1940684.039778","1.0","3","949677.583285","1940675.136188","949657.074","1940655.986","949738.888","1940682.325","85.950",,,,
서울특별시 관악구 호암로 519 101동,"949711.66412","1940644.920267","949724.420395","1940684.039778","14.0","3","949711.66412","1940644.920267","949741.023","1940647.695","949742.019","1940647.359","1.050",,,,
서울특별시 관악구 호암로 520,"949754.733965","1940696.751116","949749.720861","1940694.308118","3.0","1","949749.720861","1940694.308118","949736.733","1940693.081","949740.632","1940694.363","4.100",,,,
서울특별시 관악구 호암로 522,"949753.52606","1940711.237929","949748.625145","1940711.120499","3.0","1","949748.625145","1940711.120499","949735.149","1940709.847","949739.387","1940709.614","4.240",,,,
서울특별시 관악구 호암로 524-6 105동,"949767.248985","1940731.467586","949765.164624","1940733.232389","6.0","1","949767.248985","1940731.467586","949754.236","1940733.247","949758.244","1940732.799","4.030",,,,
서울특별시 관악구 호암로 524-12 104동,"949769.938937","1940754.257716","949765.181556","1940766.573133","6.0","2","949769.938937","1940754.257716","949757.344","1940755.980","949760.056","1940756.086","2.710",,,,
서울특별시 관악구 호암로 524-12 103동,"949770.308128","1940777.038976","949765.181556","1940766.573133","6.0","2","949770.308128","1940777.038976","949756.809","1940776.633","949760.517","1940777.098","3.740",,,,
서울특별시 관악구 호암로 524-18 101동,"949767.885507","1940818.462686","949761.526045","1940808.592595","6.0","2","949767.885507","1940818.462686","949753.671","1940814.405","949756.084","1940818.016","4.340",,,,
서울특별시 관악구 호암로 524-18 102동,"949769.069635","1940798.464908","949761.526045","1940808.592595","6.0","2","949769.069635","1940798.464908","949756.165","1940798.077","949758.964","1940796.698","3.120",,,,
서울특별시 관악구 호암로 526,"949747.666709","1940741.750495","949746.2585","1940741.078124","3.0","1","949746.2585","1940741.078124","949755.141","1940739.864","949736.569","1940741.137","18.620",,,,
서울특별시 관악구 호암로 527,"949672.71501","1940745.010138","949694.154481","1940748.983062","14.0","4","949694.154481","1940748.983062","949693.709","1940757.927","949693.224","1940758.819","1.010",,,,
"서울특별시 관악구 호암로 527 경비실, 관리사무소","949650.54569","1940701.186392","949694.154481","1940748.983062","1.0","4","949694.154481","1940748.983062","949693.709","1940757.927","949693.224","1940758.819","1.010",,,,
서울특별시 관악구 호암로 527 경비실,"949698.052606","1940746.174203","949694.154481","1940748.983062","1.0","4","949694.154481","1940748.983062","949693.709","1940757.927","949693.224","1940758.819","1.010",,,,
서울특별시 관악구 호암로 528,"949746.888786","1940767.574626","949743.950292","1940768.835251","4.0","1","949743.950292","1940768.835251","949757.032","1940769.228","949734.062","1940768.895","22.970",,,,
서울특별시 관악구 호암로 530,"949746.1635","1940791.011341","949741.851608","1940789.716768","5.0","1","949741.851608","1940789.716768","949727.629","1940788.627","949732.183","1940789.775","4.700",,,,
서울특별시 관악구 호암로 532,"949742.738241","1940808.56005","949740.233638","1940808.877366","2.0","1","949740.233638","1940808.877366","949726.159","1940807.799","949730.623","1940808.185","4.480",,,,
서울특별시 관악구 호암로 534 신대성보습컴퓨터학원,"949740.499274","1940826.974584","949737.890351","1940830.006089","5.0","1","949737.890351","1940830.006089","949746.267","1940834.876","949729.082","1940829.828","17.910",,,,
서울특별시 관악구 호암로 538 교연학원,"949742.196493","1940859.112654","949737.218206","1940859.397959","5.0","1","949737.218206","1940859.397959","949737.883","1940844.618","949726.921","1940859.460","18.450",,,,
서울특별시 관악구 호암로 541,"949689.504848","1940908.635518","949694.157447","1940905.973003","1.0","1","949694.157447","1940905.973003","949718.355","1940907.877","949719.534","1940909.098","1.700",,,,
서울특별시 관악구 호암로 545,"949698.607673","1940959.708789","949702.945525","1940948.899867","6.0","1","949702.945525","1940948.899867","949702.927","1940936.152","949702.873","1940936.823","0.670",,,,
서울특별시 관악구 호암로 546,"949765.157487","1940917.062903","949736.345479","1940941.929568","1.0","12","949736.345479","1940941.929568","949718.601","1940943.989","949723.075","1940942.026","4.890",,,,
서울특별시 관악구 호암로 549,"949704.823619","1940993.77572","949713.056369","1940999.0501","1.0","1","949713.056369","1940999.0501","949725.065","1940997.352","949713.986","1940986.679","15.380",,,,
서울특별시 관악구 호암로 551,"949709.781053","1941010.670004","949715.02975","1941012.478769","1.0","1","949715.02975","1941012.478769","949727.276","1941010.227","949729.502","1941010.215","2.230",,,,
서울특별시 관악구 호암로 553,"949714.39395","1941025.271953","949719.004541","1941024.989175","1.0","1","949719.004541","1941024.989175","949729.631","1941023.035","949731.556","1941018.190","5.210",,,,
서울특별시 관악구 호암로 555,"949716.882088","1941037.182498","949723.06902","1941036.124607","0.0","2","949723.06902","1941036.124607","949724.590","1941039.351","949736.305","1941029.810","15.110",,,,
서울특별시 관악구 호암로 557,"949727.374243","1941050.095028","949732.190337","1941055.131402","1.0","1","949732.190337","1941055.131402","949742.024","1941051.150","949744.111","1941049.400","2.720",,,,
서울특별시 관악구 호암로 559,"949736.344817","1941075.63725","949740.330797","1941076.175649","4.0","1","949740.330797","1941076.175649","949750.490","1941072.062","949753.259","1941069.979","3.470",,,,
서울특별시 관악구 호암로 561,"949741.67742","1941089.360938","949745.585938","1941090.917464","1.0","1","949745.585938","1941090.917464","949756.455","1941085.274","949759.357","1941083.588","3.360",,,,
서울특별시 관악구 호암로 561-1,"949748.416054","1941102.831437","949751.348213","1941101.753015","1.0","1","949751.348213","1941101.753015","949754.164","1941109.033","949764.441","1941095.206","17.230",,,,
서울특별시 관악구 호암로 563,"949757.92343","1941118.156579","949759.57608","1941119.668936","1.0","1","949759.57608","1941119.668936","949755.293","1941108.597","949772.573","1941113.462","17.950",,,,
서울특별시 관악구 호암로 565,"949763.95471","1941134.991701","949764.779073","1941131.357137","1.0","1","949764.779073","1941131.357137","949775.968","1941126.497","949777.654","1941124.747","2.430",,,,
서울특별시 관악구 호암로 566,"949797.525716","1941124.010592","949794.099054","1941133.556099","6.0","1","949794.099054","1941133.556099","949781.425","1941139.061","949786.754","1941137.339","5.600",,,,
서울특별시 관악구 호암로 567,"949769.237218","1941149.479306","949772.248742","1941147.861586","1.0","1","949772.248742","1941147.861586","949783.184","1941143.112","949785.784","1941142.670","2.640",,,,
서울특별시 관악구 호암로 567-1,"949776.048858","1941161.891856","949778.650116","1941161.78163","5.0","1","949778.650116","1941161.78163","949789.287","1941157.161","949792.218","1941156.609","2.980",,,,
서울특별시 관악구 호암로 568 a동,"949806.570195","1941144.418352","949799.761145","1941146.994232","6.0","1","949806.570195","1941144.418352","949787.374","1941152.757","949792.850","1941150.615","5.880",,,,
서울특별시 관악구 호암로 569,"949784.039955","1941180.115998","949785.482653","1941177.461751","1.0","1","949785.482653","1941177.461751","949796.101","1941172.849","949798.995","1941171.878","3.050",,,,
서울특별시 관악구 호암로 570,"949813.032512","1941158.56429","949810.579708","1941157.098277","6.0","1","949810.579708","1941157.098277","949792.644","1941164.889","949797.934","1941162.232","5.920",,,,
서울특별시 관악구 호암로 572,"949817.775911","1941171.190578","949811.559392","1941177.314736","7.0","1","949811.559392","1941177.314736","949800.187","1941182.255","949806.065","1941180.488","6.140",,,,
서울특별시 관악구 호암로 572-1,"949822.222998","1941184.106148","949815.539895","1941185.615641","9.0","1","949815.539895","1941185.615641","949803.903","1941190.762","949810.130","1941189.449","6.360",,,,
서울특별시 관악구 호암로 573,"949795.699655","1941205.181488","949799.224332","1941208.37475","1.0","1","949799.224332","1941208.37475","949809.652","1941203.763","949812.209","1941201.751","3.250",,,,
서울특별시 관악구 호암로 574,"949832.658735","1941199.086974","949828.624517","1941204.007672","4.0","1","949828.624517","1941204.007672","949812.846","1941210.985","949818.942","1941209.698","6.230",,,,
서울특별시 관악구 호암로 575,"949802.76227","1941223.254534","949803.894998","1941219.209079","1.0","1","949803.894998","1941219.209079","949814.424","1941214.553","949816.954","1941212.705","3.130",,,,
서울특별시 관악구 호암로 576,"949833.93972","1941214.458633","949830.850911","1941216.511336","6.0","1","949830.850911","1941216.511336","949817.836","1941222.267","949822.676","1941219.327","5.660",,,,
서울특별시 관악구 호암로 577,"949810.541914","1941242.406258","949813.383691","1941240.955929","2.0","1","949813.383691","1941240.955929","949824.020","1941236.252","949826.453","1941235.945","2.450",,,,
서울특별시 관악구 호암로 578,"949842.775926","1941227.150653","949837.187235","1941226.073309","7.0","1","949837.187235","1941226.073309","949822.409","1941232.609","949827.425","1941230.947","5.280",,,,
서울특별시 관악구 호암로 579,"949817.588278","1941257.692284","949820.062593","1941257.638498","3.0","1","949820.062593","1941257.638498","949831.284","1941252.676","949833.233","1941251.879","2.110",,,,
서울특별시 관악구 호암로 581,"949827.010873","1941278.731075","949830.852993","1941278.852648","1.0","1","949830.852993","1941278.852648","949840.903","1941274.401","949842.383","1941272.791","2.190",,,,
서울특별시 관악구 호암로 582,"949855.134006","1941265.075341","949853.505578","1941272.020193","5.0","1","949853.505578","1941272.020193","949842.089","1941277.078","949846.402","1941274.098","5.240",,,,
서울특별시 관악구 호암로 583,"949834.620056","1941294.855957","949838.992353","1941297.421797","1.0","1","949838.992353","1941297.421797","949849.114","1941292.938","949851.529","1941293.037","2.420",,,,
서울특별시 관악구 호암로 584,"949863.456941","1941277.561756","949858.137419","1941282.695785","3.0","1","949858.137419","1941282.695785","949846.802","1941287.717","949851.483","1941285.383","5.230",,,,
서울특별시 관악구 호암로 585,"949841.679886","1941311.763046","949844.502986","1941309.81811","3.0","1","949844.502986","1941309.81811","949854.594","1941305.285","949856.610","1941304.322","2.230",,,,
서울특별시 관악구 호암로 586,"949870.76925","1941292.048887","949866.98414","1941297.793451","7.0","1","949866.98414","1941297.793451","949853.844","1941303.614","949858.598","1941301.314","5.280",,,,
서울특별시 관악구 호암로 586-1,"949876.54581","1941303.681124","949871.339906","1941309.758035","7.0","1","949871.339906","1941309.758035","949859.078","1941315.267","949863.681","1941312.932","5.160",,,,
서울특별시 관악구 호암로 587,"949852.278533","1941336.701217","949855.395917","1941336.049892","1.0","1","949855.395917","1941336.049892","949866.229","1941331.183","949867.791","1941329.548","2.260",,,,
서울특별시 관악구 호암로 588,"949881.458347","1941319.004923","949875.339811","1941318.513671","3.0","1","949875.339811","1941318.513671","949863.023","1941324.047","949867.745","1941321.893","5.190",,,,
서울특별시 관악구 호암로 589,"949859.304193","1941360.898324","949864.879585","1941358.735424","1.0","1","949864.879585","1941358.735424","949876.302","1941353.604","949877.956","1941352.450","2.020",,,,
서울특별시 관악구 호암로 590,"949887.39238","1941333.33343","949880.455888","1941332.855365","3.0","1","949880.455888","1941332.855365","949869.243","1941337.893","949873.845","1941335.835","5.040",,,,
서울특별시 관악구 호암로 591,"949871.488595","1941383.184048","949873.79162","1941376.162896","4.0","1","949873.79162","1941376.162896","949872.677","1941373.601","949873.749","1941375.439","2.130",,,,
서울특별시 관악구 호암로 591-1,"949856.376944","1941387.948232","949854.690507","1941385.118849","3.0","1","949854.690507","1941385.118849","949849.423","1941387.820","949857.073","1941381.197","10.120",,,,
서울특별시 관악구 호암로 592,"949894.650711","1941346.894861","949890.56687","1941352.888181","6.0","1","949890.56687","1941352.888181","949894.473","1941359.905","949893.373","1941359.679","1.120",,,,
서울특별시 관악구 호암로 593,"949877.693686","1941400.698129","949878.316382","1941394.748176","1.0","1","949878.316382","1941394.748176","949891.919","1941388.741","949893.203","1941386.970","2.190",,,,
서울특별시 관악구 호암로 594,"949909.331923","1941380.865993","949903.794853","1941385.444655","3.0","1","949903.794853","1941385.444655","949892.639","1941390.371","949897.224","1941388.610","4.910",,,,
서울특별시 관악구 호암로 595,"949885.900798","1941413.856066","949889.350972","1941412.237386","3.0","1","949889.350972","1941412.237386","949892.676","1941420.373","949902.351","1941407.549","16.060",,,,
서울특별시 관악구 호암로 596,"949914.191973","1941397.049239","949908.260373","1941395.859221","4.0","1","949908.260373","1941395.859221","949897.216","1941400.736","949901.290","1941397.904","4.960",,,,
서울특별시 관악구 호암로 597,"949886.314303","1941434.980877","949898.899673","1941433.988913","6.0","1","949898.899673","1941433.988913","949909.779","1941429.185","949911.497","1941427.795","2.210",,,,
서울특별시 관악구 호암로 598,"949919.752006","1941410.864532","949916.400748","1941415.941811","4.0","1","949916.400748","1941415.941811","949905.966","1941420.550","949910.436","1941418.150","5.070",,,,
서울특별시 관악구 호암로 599,"949900.806166","1941451.025238","949903.30161","1941441.83375","1.0","1","949903.30161","1941441.83375","949913.396","1941437.376","949915.561","1941436.756","2.250",,,,
서울특별시 관악구 호암로 600,"949927.454929","1941423.390943","949923.006292","1941429.152029","5.0","1","949923.006292","1941429.152029","949911.925","1941434.046","949916.534","1941431.758","5.140",,,,
서울특별시 관악구 호암로 602,"949932.917382","1941437.923842","949931.601526","1941443.762201","7.0","1","949931.601526","1941443.762201","949934.117","1941449.277","949931.637","1941449.639","2.510",,,,
서울특별시 관악구 호암로 603,"949905.634683","1941478.96928","949916.960025","1941480.055523","5.0","1","949916.960025","1941480.055523","949929.768","1941474.380","949930.806","1941470.943","3.590",,,,
서울특별시 관악구 호암로 605,"949918.551327","1941501.765364","949922.435306","1941493.704565","4.0","1","949922.435306","1941493.704565","949935.722","1941487.816","949934.999","1941501.203","13.410",,,,
서울특별시 관악구 난곡로 30 105동,"948802.96585","1940491.517914","948876.811885","1940381.333902","1.0","7","948802.96585","1940491.517914","948680.352","1940556.945","948792.056","1940479.070","136.170",,,,
서울특별시 관악구 난곡로 30 102동,"948794.519438","1940395.617887","948876.811885","1940381.333902","1.0","7","948794.519438","1940395.617887","948840.895","1940329.175","948801.837","1940384.483","67.710",,,,
서울특별시 관악구 난곡로 30 101동,"948824.86122","1940355.6506","948876.811885","1940381.333902","1.0","7","948824.86122","1940355.6506","948842.539","1940330.323","948823.832","1940373.697","47.240",,,,
서울특별시 관악구 난곡로 30 107동,"948892.683835","1940414.326769","948876.811885","1940381.333902","1.0","7","948892.683835","1940414.326769","948914.559","1940383.074","948888.990","1940424.555","48.730",,,,
서울특별시 관악구 난곡로 30 106동,"948846.731832","1940448.060139","948876.811885","1940381.333902","1.0","7","948846.731832","1940448.060139","948902.134","1940373.807","948859.603","1940429.062","69.730",,,,
서울특별시 관악구 난곡로 30 103동,"948761.984184","1940434.663714","948876.811885","1940381.333902","1.0","7","948761.984184","1940434.663714","948837.343","1940326.696","948771.683","1940427.272","120.110",,,,
서울특별시 관악구 난곡로 30 104동,"948750.734496","1940502.345158","948876.811885","1940381.333902","1.0","7","948750.734496","1940502.345158","948680.352","1940556.945","948750.648","1940488.312","98.250",,,,
서울특별시 관악구 난곡로 38,"948795.76136","1940325.88515","948802.577901","1940321.043303","1.0","1","948802.577901","1940321.043303","948809.589","1940308.366","948810.414","1940311.537","3.280",,,,
서울특별시 관악구 난곡로 42 꿈나라유치원,"948761.198826","1940311.511963","948775.657832","1940305.478648","1.0","1","948775.657832","1940305.478648","948782.383","1940293.319","948783.233","1940294.396","1.370",,,,
서울특별시 관악구 난곡로 50,"948722.471864","1940299.566815","948719.471841","1940292.573117","6.0","1","948719.471841","1940292.573117","948718.341","1940279.487","948717.292","1940279.490","1.050",,,,
서울특별시 관악구 난곡로 53 상가동,"948646.794924","1940271.547583","948653.567278","1940278.879606","1.0","1","948646.794924","1940271.547583","948664.364","1940296.641","948636.539","1940247.701","56.300",,,,
서울특별시 관악구 난곡로 55 212동,"948772.593874","1940217.47106","948634.459528","1940294.620052","1.0","32","948772.593874","1940217.47106","948752.822","1940281.563","948809.552","1940225.667","79.640",,,,
서울특별시 관악구 난곡로 55 208동,"948710.849747","1940133.883519","948634.459528","1940294.620052","1.0","32","948710.849747","1940133.883519","948723.395","1940279.050","948701.773","1940147.776","133.040",,,,
서울특별시 관악구 난곡로 55 215동,"948874.14361","1940311.77371","948634.459528","1940294.620052","1.0","32","948874.14361","1940311.77371","948855.085","1940339.079","948883.834","1940292.446","54.780",,,,
서울특별시 관악구 난곡로 55 214동,"948829.024699","1940267.471829","948634.459528","1940294.620052","1.0","32","948829.024699","1940267.471829","948807.152","1940307.019","948812.141","1940266.259","41.060",,,,
서울특별시 관악구 난곡로 55 213동,"948780.076044","1940263.145815","948634.459528","1940294.620052","1.0","32","948780.076044","1940263.145815","948771.602","1940287.357","948770.470","1940284.489","3.080",,,,
서울특별시 관악구 난곡로 55 216동,"948873.46542","1940262.822369","948634.459528","1940294.620052","1.0","32","948873.46542","1940262.822369","948831.654","1940322.725","948862.026","1940279.266","53.020",,,,
